"","LastName","FirstName","DatasetID","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","X"
"24","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus bicolor",45326,"Quercus bicolor",1824031,14806583,3106,"Plant height vegetative",3647,"Maximum height max","MaximumHeightMaxM","20","m","Single","","","",20,"m",NA,NA,0.792126,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"25","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus muehlenbergii",45436,"Quercus muehlenbergii",1824078,14806754,3106,"Plant height vegetative",3646,"Maximum height min","MaximumHeightMinM","18","m","Single","","","",18,"m",NA,NA,1.01091,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"26","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus muehlenbergii",45436,"Quercus muehlenbergii",1824078,14806755,3106,"Plant height vegetative",3647,"Maximum height max","MaximumHeightMaxM","24","m","Single","","","",24,"m",NA,NA,0.913077,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"27","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus velutina",45501,"Quercus velutina",1824120,14806912,3106,"Plant height vegetative",3646,"Maximum height min","MaximumHeightMinM","25","m","Single","","","",25,"m",NA,NA,1.24867,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"28","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus velutina",45501,"Quercus velutina",1824120,14806913,3106,"Plant height vegetative",3647,"Maximum height max","MaximumHeightMaxM","45","m","Single","","","",45,"m",NA,NA,1.61051,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"29","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus bicolor",45326,"Quercus bicolor",1828687,14901281,3106,"Plant height vegetative",3646,"Maximum height min","MaximumHeightMinM","15","m","Single","","","",15,"m",NA,14806582,0.904247,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"30","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus bicolor",45326,"Quercus bicolor",1828687,14901282,3106,"Plant height vegetative",3647,"Maximum height max","MaximumHeightMaxM","21","m","Single","","","",21,"m",NA,NA,0.824493,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"31","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus bicolor",45326,"Quercus bicolor",1828687,14901283,3106,"Plant height vegetative",3648,"Maximum height extreme","MaximumHeightExtremeM","30","m","Single","","","",30,"m",NA,14806579,0.535506,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","x","",NA
"32","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus palustris",45452,"Quercus palustris",1991533,16437399,17,"Leaf compoundness",18,"Leaf compoundness","SpeciesLeafComposition","simple","","","","","",NA,"",NA,NA,NA,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","","",NA
"33","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Quercus alba",45315,"Quercus alba",1992736,16451286,17,"Leaf compoundness",18,"Leaf compoundness","SpeciesLeafComposition","simple","","","","","",NA,"",NA,NA,NA,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","","",NA
"34","Wright","Ian",340,"Global leaf size dataset","Quercus rubra",45473,"Quercus rubra",2389142,19696737,NA,"",61,"Altitude","Elevation (m)","618","","","","","",618,"m",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Site elevation","",NA
"35","Wright","Ian",340,"Global leaf size dataset","Quercus rubra",45473,"Quercus rubra",2389215,19697817,17,"Leaf compoundness",18,"Leaf compoundness","Compound/Simple leaf","S","","","","","",NA,"",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Leaf type. C: compound-leaved; S: simple-leaved.","",NA
"36","Wright","Ian",340,"Global leaf size dataset","Quercus rubra",45473,"Quercus rubra",2389234,19698104,NA,"",61,"Altitude","Elevation (m)","505","","","","","",505,"m",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Site elevation","",NA
"37","Wright","Ian",340,"Global leaf size dataset","Quercus velutina",45501,"Quercus velutina",2389294,19698988,17,"Leaf compoundness",18,"Leaf compoundness","Compound/Simple leaf","S","","","","","",NA,"",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Leaf type. C: compound-leaved; S: simple-leaved.","",NA
"38","Wright","Ian",340,"Global leaf size dataset","Quercus alba",45315,"Quercus alba",2389314,19699292,NA,"",61,"Altitude","Elevation (m)","426","","","","","",426,"m",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Site elevation","",NA
"39","Wright","Ian",340,"Global leaf size dataset","Quercus velutina",45501,"Quercus velutina",2389360,19699966,17,"Leaf compoundness",18,"Leaf compoundness","Compound/Simple leaf","S","","","","","",NA,"",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Leaf type. C: compound-leaved; S: simple-leaved.","",NA
"40","Wright","Ian",340,"Global leaf size dataset","Quercus alba",45315,"Quercus alba",2389396,19700502,NA,"",61,"Altitude","Elevation (m)","11","","","","","",11,"m",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Site elevation","",NA
"41","Wright","Ian",340,"Global leaf size dataset","Quercus cf_alba",45315,"Quercus alba",2389446,19701243,17,"Leaf compoundness",18,"Leaf compoundness","Compound/Simple leaf","S","","","","","",NA,"",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Leaf type. C: compound-leaved; S: simple-leaved.","",NA
"42","Wright","Ian",340,"Global leaf size dataset","Quercus alba",45315,"Quercus alba",2394773,19778813,NA,"",61,"Altitude","Elevation (m)","794","","","","","",794,"m",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Site elevation","",NA
"43","Wright","Ian",340,"Global leaf size dataset","Quercus rubra",45473,"Quercus rubra",2395323,19786912,17,"Leaf compoundness",18,"Leaf compoundness","Compound/Simple leaf","S","","","","","",NA,"",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Leaf type. C: compound-leaved; S: simple-leaved.","",NA
"44","Wright","Ian",340,"Global leaf size dataset","Quercus alba",45315,"Quercus alba",2395674,19792063,NA,"",61,"Altitude","Elevation (m)","191","","","","","",191,"m",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Site elevation","",NA
"45","Wright","Ian",340,"Global leaf size dataset","Quercus alba",45315,"Quercus alba",2395795,19793739,17,"Leaf compoundness",18,"Leaf compoundness","Compound/Simple leaf","S","","","","","",NA,"",NA,NA,NA,"Wright, I. J., N. Dong, V. Maire, I. C. Prentice, M. Westoby, S. Díaz, R. V. Gallagher, B. F. Jacobs, R. Kooyman, E. A. Law, M. R. Leishman, Ü. Niinemets, P. B. Reich, L. Sack, R. Villar, H. Wang and P. Wilf (2017). Global climatic drivers of leaf size. Science 357(6354): 917-921. DOI:10.1126/science.aal4760","Leaf type. C: compound-leaved; S: simple-leaved.","",NA
